,0
0,24.443235397338867
1,22.161746978759766
2,19.132648468017578
3,16.444015502929688
4,14.163912773132324
5,12.498136520385742
6,11.807456016540527
7,11.065568923950195
8,10.264547348022461
9,9.601414680480957
10,8.647412300109863
11,8.122267723083496
12,7.7597856521606445
13,7.717338562011719
14,7.331736087799072
15,7.185068130493164
16,7.410126686096191
17,6.953563213348389
18,6.583505153656006
19,6.477939605712891
20,6.344344139099121
21,6.1963067054748535
22,5.823057174682617
23,5.682825088500977
24,5.618467807769775
25,5.516409873962402
26,5.225177764892578
27,5.174028396606445
28,5.310660362243652
29,5.192775726318359
30,5.116696357727051
31,4.796668529510498
32,4.59112548828125
33,4.678029537200928
34,4.762970924377441
35,4.614404678344727
36,4.841730117797852
37,4.976259231567383
38,4.76812744140625
39,4.37596321105957
40,4.076072692871094
41,4.222337245941162
42,4.345757484436035
43,4.260024070739746
44,4.097250461578369
45,4.10601282119751
46,4.05821418762207
47,4.022867202758789
48,4.130229473114014
49,4.000340461730957
50,3.918666362762451
51,3.909756660461426
52,3.863049268722534
53,3.967729330062866
54,3.856003761291504
55,3.8164279460906982
56,3.898425579071045
57,3.7779388427734375
58,3.561890125274658
59,3.5043563842773438
60,3.655374050140381
61,3.8698058128356934
62,3.734127998352051
63,3.6261672973632812
64,3.394951343536377
65,3.6219546794891357
66,3.847108840942383
67,3.656831741333008
68,3.7304983139038086
69,3.6779167652130127
70,3.5129141807556152
71,3.600595474243164
72,3.612447500228882
73,3.786200523376465
74,3.675220012664795
75,3.4621899127960205
76,3.4737296104431152
77,3.4196956157684326
78,3.434298276901245
79,3.434896945953369
80,3.3474063873291016
81,3.518211841583252
82,3.4399538040161133
83,3.410914659500122
84,3.2828798294067383
85,3.091665744781494
86,3.319096803665161
87,3.3233354091644287
88,3.2592933177948
89,3.3143038749694824
90,3.359367847442627
91,3.4106903076171875
92,3.2774980068206787
93,3.304189682006836
94,3.4786744117736816
95,3.3455123901367188
96,3.1859140396118164
97,3.227539300918579
98,3.2403388023376465
99,3.3050453662872314
100,3.2759153842926025
101,3.304013967514038
102,3.4186906814575195
103,3.251333236694336
104,3.163722276687622
105,3.174063205718994
106,3.2291455268859863
107,3.194284200668335
108,3.385406970977783
109,3.8189191818237305
110,3.3785250186920166
111,3.289597511291504
112,3.248215436935425
113,3.1287410259246826
114,3.1929256916046143
115,3.154282569885254
116,3.309328556060791
117,3.3044755458831787
118,3.2358078956604004
119,3.136840581893921
120,3.1738650798797607
121,3.2992637157440186
122,3.3292269706726074
123,3.09206223487854
124,3.207595109939575
125,3.0983543395996094
126,3.1638758182525635
127,3.1376900672912598
128,3.117009401321411
129,3.077364683151245
130,2.9582624435424805
131,3.0559535026550293
132,3.216815948486328
133,3.124535322189331
134,3.0403592586517334
135,3.002629518508911
136,3.0628907680511475
137,3.0499160289764404
138,2.9702792167663574
139,3.0581414699554443
140,3.0937631130218506
141,3.0744898319244385
142,3.1285037994384766
143,3.098684072494507
144,3.099618911743164
145,3.108048439025879
146,3.046785831451416
147,3.1000304222106934
148,3.2003982067108154
149,3.280146598815918
150,3.1086692810058594
151,3.374671459197998
152,3.135565996170044
153,3.1266140937805176
154,3.035822629928589
155,3.0556020736694336
156,3.113178253173828
157,3.0645480155944824
158,3.037043571472168
159,2.9857797622680664
160,2.979975700378418
161,3.0542337894439697
162,3.031637668609619
163,3.096742630004883
164,3.2209768295288086
165,2.921314239501953
166,2.7405614852905273
167,2.8771512508392334
168,2.866950511932373
169,3.0325779914855957
170,3.0885848999023438
171,3.0551106929779053
172,3.115612030029297
173,3.1804685592651367
174,3.2088069915771484
175,3.1174378395080566
176,3.1357712745666504
177,3.0677297115325928
178,3.2520906925201416
179,2.941474199295044
180,2.9847192764282227
181,2.89926815032959
182,2.8456296920776367
183,2.986888885498047
184,3.1056528091430664
185,2.978856325149536
186,2.9898815155029297
187,3.007977247238159
188,2.98760724067688
189,2.99776554107666
190,2.9699573516845703
191,2.979208469390869
192,2.955148220062256
193,2.9240241050720215
194,2.9182989597320557
195,2.896395683288574
196,2.9730122089385986
197,2.922295093536377
198,2.863525867462158
199,2.9500296115875244
200,3.49650239944458
201,9.154172897338867
202,5.229985237121582
203,4.385015487670898
204,4.5889787673950195
205,3.8218886852264404
206,3.317725896835327
207,3.128490447998047
208,3.1370110511779785
209,3.2684202194213867
210,3.238123893737793
211,3.2895166873931885
212,3.357825756072998
213,3.1464548110961914
214,2.978003740310669
215,3.2318222522735596
216,3.7297356128692627
217,3.2395596504211426
218,3.047931671142578
219,3.0118248462677
220,3.0457515716552734
221,3.03537654876709
222,2.806224822998047
223,3.056575298309326
224,4.774102210998535
225,3.4935543537139893
226,3.1021976470947266
227,2.977815866470337
228,2.9034664630889893
229,3.006633996963501
230,3.076216697692871
231,2.9527344703674316
232,2.849686861038208
233,2.897861957550049
234,2.934290647506714
235,2.9398632049560547
236,2.9947562217712402
237,3.0304617881774902
238,2.9931726455688477
239,2.9361987113952637
240,3.0067267417907715
241,2.9017832279205322
242,2.9187231063842773
243,2.9171178340911865
244,2.8721070289611816
245,2.987654447555542
246,2.985208511352539
247,2.9713125228881836
248,2.9080424308776855
249,2.8887991905212402
250,2.915151834487915
251,2.806102752685547
252,2.8630282878875732
253,2.916278123855591
254,2.939955711364746
255,2.840118646621704
256,2.925226926803589
257,2.8651726245880127
258,2.869882583618164
259,2.9290249347686768
260,2.8566811084747314
261,2.890282154083252
262,2.849635601043701
263,2.879934787750244
264,2.7972617149353027
265,2.7694826126098633
266,2.7441787719726562
267,2.485917806625366
268,2.811894655227661
269,2.7166647911071777
270,2.7663040161132812
271,2.6345911026000977
272,2.6968069076538086
273,2.6947200298309326
274,2.728811740875244
275,2.8367724418640137
276,2.7924039363861084
277,2.830488443374634
278,2.8569979667663574
279,2.7928075790405273
280,2.8416006565093994
281,2.860901117324829
282,2.8984766006469727
283,2.890245199203491
284,2.730783462524414
285,2.737940549850464
286,2.9024150371551514
287,2.8452863693237305
288,2.6394388675689697
289,2.6648833751678467
290,2.7781436443328857
291,2.7481682300567627
292,2.75520658493042
293,2.7207260131835938
294,2.727025032043457
295,2.693765640258789
296,2.734893560409546
297,2.7592358589172363
298,2.8872616291046143
299,3.0171146392822266
300,4.254765033721924
301,2.964021682739258
302,2.9458699226379395
303,2.7250185012817383
304,2.7115118503570557
305,2.7896227836608887
306,2.8417515754699707
307,2.777143955230713
308,2.787231922149658
309,2.8430368900299072
310,2.833601713180542
311,2.8681349754333496
312,2.806417942047119
313,2.8184454441070557
314,2.867560625076294
315,2.7545347213745117
316,2.776621103286743
317,2.8365836143493652
318,2.7858128547668457
319,2.8141791820526123
320,2.756770610809326
321,2.822784662246704
322,2.7984838485717773
323,2.8224148750305176
324,2.7884979248046875
325,2.867051839828491
326,2.6913790702819824
327,2.7752504348754883
328,3.0448007583618164
329,2.6845057010650635
330,2.6189138889312744
331,2.7586562633514404
332,2.757143020629883
333,2.7492358684539795
334,2.8048899173736572
335,2.735598087310791
336,2.7921807765960693
337,2.7993011474609375
338,2.853339195251465
339,2.797410011291504
340,2.7889997959136963
341,2.776060104370117
342,2.860929250717163
343,2.8071398735046387
344,2.8677897453308105
345,2.700848340988159
346,2.731265068054199
347,2.758741855621338
348,2.801569938659668
349,2.7475759983062744
350,2.8400373458862305
351,2.797243595123291
352,2.824871778488159
353,2.817377805709839
354,2.8399486541748047
355,2.7637887001037598
356,2.794907808303833
357,2.7520296573638916
358,2.8078761100769043
359,2.7798893451690674
360,2.7778964042663574
361,2.7984838485717773
362,2.855381965637207
363,2.79748797416687
364,2.857844829559326
365,2.7991154193878174
366,2.8272924423217773
367,2.7789440155029297
368,2.8220016956329346
369,2.764235019683838
370,2.754293918609619
371,2.723698377609253
372,2.803961753845215
373,2.774796724319458
374,2.8154120445251465
375,2.761248826980591
376,2.7950873374938965
377,2.7319412231445312
378,2.7404768466949463
379,2.7216930389404297
380,2.704420566558838
381,2.6551625728607178
382,2.6565356254577637
383,2.6472976207733154
384,2.7074379920959473
385,2.7122726440429688
386,2.742872953414917
387,2.8057734966278076
388,2.763723373413086
389,2.7370846271514893
390,2.7410929203033447
391,2.798198938369751
392,2.7812838554382324
393,2.78292179107666
394,2.7479019165039062
395,2.7838754653930664
396,2.742237091064453
397,2.803952932357788
398,2.7757441997528076
399,2.8172607421875
400,2.786205768585205
401,2.77445387840271
402,2.80546236038208
403,2.8113834857940674
404,2.7864701747894287
405,2.7598958015441895
406,2.805100202560425
407,2.7615320682525635
408,2.815615653991699
409,2.7831332683563232
410,2.8385438919067383
411,2.7461740970611572
412,2.728546380996704
413,2.7693798542022705
414,2.748171806335449
415,2.7041399478912354
416,2.7977867126464844
417,2.792680263519287
418,2.7885653972625732
419,2.7322521209716797
420,2.7782020568847656
421,2.788526773452759
422,2.794860601425171
423,2.735610246658325
424,2.76025128364563
425,2.755286693572998
426,2.793046712875366
427,2.7856292724609375
428,2.762638807296753
429,2.8286001682281494
430,2.8066229820251465
431,2.6617019176483154
432,2.5196664333343506
433,2.718038320541382
434,2.6669743061065674
435,2.678147077560425
436,2.493142604827881
437,2.5048539638519287
438,2.597378969192505
439,2.6848349571228027
440,2.5808284282684326
441,2.625260591506958
442,2.710561752319336
443,2.663147211074829
444,2.683533191680908
445,2.778467893600464
446,2.7586750984191895
447,2.7018582820892334
448,2.774211883544922
449,2.754326105117798
450,2.7447073459625244
451,2.7790114879608154
452,2.772054433822632
453,2.7409005165100098
454,2.7973670959472656
455,2.7017524242401123
456,2.715146780014038
457,2.7618422508239746
458,2.774747371673584
459,2.7898991107940674
460,2.6826703548431396
461,2.7345356941223145
462,2.771026849746704
463,2.747528076171875
464,2.7483818531036377
465,2.6800687313079834
466,2.7109479904174805
467,2.7808828353881836
468,2.7601046562194824
469,2.766706943511963
470,2.7434470653533936
471,2.761442184448242
472,2.725008010864258
473,2.730722665786743
474,2.7253201007843018
475,2.631405830383301
476,2.529299259185791
477,2.63822603225708
478,2.639531135559082
479,2.5349886417388916
480,2.6875522136688232
481,2.800325632095337
482,2.603097438812256
483,2.5641961097717285
484,2.594454050064087
485,2.6791019439697266
486,2.6545913219451904
487,2.66352915763855
488,2.634087562561035
489,2.527214527130127
490,3.4352805614471436
491,5.314615249633789
492,10.445009231567383
493,8.137153625488281
494,6.811610698699951
495,5.638120174407959
496,4.717689514160156
497,4.052763938903809
498,3.6163196563720703
499,3.5781490802764893
500,3.754880428314209
501,3.295271396636963
502,3.13026762008667
503,3.050203323364258
504,3.0712602138519287
505,3.068281650543213
506,3.090424060821533
507,2.9973690509796143
508,2.891214609146118
509,2.9416563510894775
510,2.980341911315918
511,2.916562795639038
512,2.9446825981140137
513,2.9705164432525635
514,3.031468629837036
515,2.876810073852539
516,2.9654088020324707
517,2.927194833755493
518,2.99644136428833
519,2.939664602279663
520,2.9219582080841064
521,2.901258945465088
522,2.919830322265625
523,2.874739170074463
524,2.8330368995666504
525,2.9084596633911133
526,2.8938870429992676
527,2.8602521419525146
528,2.8376595973968506
529,2.8084006309509277
530,2.842209815979004
531,2.8620448112487793
532,2.842985153198242
533,2.8554863929748535
534,2.782747745513916
535,2.8210861682891846
536,2.8991947174072266
537,2.8411059379577637
538,2.8561322689056396
539,2.8685224056243896
540,2.926598072052002
541,2.747889757156372
542,2.83912992477417
543,2.916851758956909
544,2.8562686443328857
545,2.8374345302581787
546,2.86328125
547,2.861042022705078
548,2.8687033653259277
549,2.7390708923339844
550,2.830753803253174
551,2.850165367126465
552,2.8346612453460693
553,2.843066692352295
554,2.854196310043335
555,2.852349281311035
556,2.877405881881714
557,2.880767345428467
558,2.8563292026519775
559,2.886415481567383
560,2.8944437503814697
561,2.868565559387207
562,2.8498711585998535
563,2.8571183681488037
564,2.81453275680542
565,2.817016839981079
566,2.8664047718048096
567,2.832303524017334
568,2.854173183441162
569,2.8806192874908447
570,2.8307273387908936
571,2.817425489425659
572,2.7609081268310547
573,2.680509567260742
574,2.578643798828125
575,2.7026867866516113
576,2.684978485107422
577,2.700735569000244
578,2.7009241580963135
579,2.753969430923462
580,2.7410902976989746
581,2.7261219024658203
582,2.7067136764526367
583,2.712113618850708
584,2.75335693359375
585,2.6840949058532715
586,2.7518444061279297
587,2.732625961303711
588,2.721484422683716
589,3.2009828090667725
590,8.304098129272461
591,6.366434097290039
592,5.389278411865234
593,4.664227485656738
594,4.183621883392334
595,3.870387554168701
596,3.6091866493225098
597,3.404771566390991
598,3.2151918411254883
599,3.141974687576294
600,3.0811891555786133
601,3.0717790126800537
602,2.9376001358032227
603,2.937710762023926
604,2.898632764816284
605,2.952694892883301
606,2.84980845451355
607,2.8796310424804688
608,2.9111084938049316
609,2.9742848873138428
610,2.9287610054016113
611,2.8773090839385986
612,2.82619309425354
613,2.844428539276123
614,2.8703720569610596
615,2.8380885124206543
616,2.836886167526245
617,2.8432834148406982
618,2.8845365047454834
619,2.8279919624328613
620,2.8732311725616455
621,2.8913612365722656
622,2.9009578227996826
623,2.845611810684204
624,2.858405590057373
625,2.8477678298950195
626,2.8483057022094727
627,2.83310604095459
628,2.8626620769500732
629,2.8175957202911377
630,2.788362979888916
631,2.844759941101074
632,2.8765769004821777
633,2.7632203102111816
634,2.7969305515289307
635,2.8603248596191406
636,2.793065071105957
637,2.7454915046691895
638,2.849059581756592
639,2.774416446685791
640,2.7753021717071533
641,2.766101121902466
642,2.748856782913208
643,2.6736044883728027
644,2.679490566253662
645,2.592423439025879
646,2.633953094482422
647,2.6993536949157715
648,2.7180581092834473
649,2.732067584991455
650,2.7862300872802734
651,2.7273828983306885
652,2.7657155990600586
653,2.7437429428100586
654,2.7702155113220215
655,2.7355072498321533
656,2.7779178619384766
657,2.775236129760742
658,2.754037380218506
659,2.724400520324707
660,2.7949633598327637
661,2.759981632232666
662,2.7592406272888184
663,2.7877235412597656
664,2.8284945487976074
665,2.7769739627838135
666,2.803213119506836
667,2.8147425651550293
668,2.7849175930023193
669,2.792379140853882
670,2.8372175693511963
671,2.7932233810424805
672,2.7915940284729004
673,2.8368918895721436
674,2.816983938217163
675,2.785856246948242
676,2.797006130218506
677,2.807356119155884
678,2.787933349609375
679,2.782614231109619
680,2.8111488819122314
681,2.7433810234069824
682,2.7436134815216064
683,2.7702577114105225
684,2.7854866981506348
685,2.7369437217712402
686,2.7689368724823
687,2.7584426403045654
688,2.7424674034118652
689,2.774818181991577
690,2.6973414421081543
691,2.7012314796447754
692,2.7206790447235107
693,2.705371141433716
694,2.6989524364471436
695,2.703352212905884
696,2.7211689949035645
697,2.745479106903076
698,2.7034616470336914
699,2.7164158821105957
700,2.750753402709961
701,2.716346502304077
702,2.7072436809539795
703,2.738903045654297
704,2.762277603149414
705,2.7357017993927
706,2.768237590789795
707,2.774056911468506
708,2.749243974685669
709,2.7300822734832764
710,2.7749433517456055
711,2.7680583000183105
712,2.7296998500823975
713,2.75447940826416
714,2.773651361465454
715,2.6902456283569336
716,2.7278997898101807
717,2.725707530975342
718,2.7218785285949707
719,2.710477590560913
720,2.7240090370178223
721,2.7124671936035156
722,2.740868091583252
723,2.702681541442871
724,2.7244606018066406
725,2.7092764377593994
726,2.727316379547119
727,2.6945674419403076
728,2.744889259338379
729,2.65950083732605
730,2.7275805473327637
731,2.712859630584717
732,2.728121280670166
733,2.666585683822632
734,2.7016031742095947
735,2.686167001724243
736,2.6929008960723877
737,2.6788525581359863
738,2.6847925186157227
739,2.706552028656006
740,2.6819329261779785
741,2.669724941253662
742,2.724976062774658
743,2.7192373275756836
744,2.7033607959747314
745,2.7010159492492676
746,2.738795042037964
747,2.6907107830047607
748,2.7578208446502686
749,2.708082437515259
750,2.747678279876709
751,2.707080602645874
752,2.7632195949554443
753,2.7182512283325195
754,2.731323480606079
755,2.6919822692871094
756,2.763638734817505
757,2.677748203277588
758,2.7287240028381348
759,2.7143044471740723
760,2.7140567302703857
761,2.7017998695373535
762,2.7381327152252197
763,2.6774051189422607
764,2.721555709838867
765,2.698044776916504
766,2.758082628250122
767,2.720710515975952
768,2.7066917419433594
769,2.704101800918579
770,2.750394344329834
771,2.692073106765747
772,2.703551769256592
773,2.691279172897339
774,2.703418016433716
775,2.667158603668213
776,2.7382278442382812
777,2.7534420490264893
778,2.721385955810547
779,2.726011276245117
780,2.7097201347351074
781,2.720238208770752
782,2.745490789413452
783,2.719980001449585
784,2.6860122680664062
785,2.7333741188049316
786,2.7254412174224854
787,2.735429048538208
788,2.7142937183380127
789,2.703052282333374
790,2.7032346725463867
791,2.7168686389923096
792,2.685788869857788
793,2.697829484939575
794,2.7161753177642822
795,2.7210564613342285
796,2.67252779006958
797,2.706320285797119
798,2.6827447414398193
799,2.694126605987549
800,2.691328525543213
801,2.7014520168304443
802,2.705976963043213
803,2.6913909912109375
804,2.688948154449463
805,2.69307541847229
806,2.6778573989868164
807,2.6877198219299316
808,2.73325777053833
809,2.697301149368286
810,2.5906906127929688
811,2.6275832653045654
812,2.7034759521484375
813,2.689821720123291
814,2.6356310844421387
815,2.678478717803955
816,2.6692914962768555
817,2.698500633239746
818,2.672067165374756
819,2.6519148349761963
820,2.655935049057007
821,2.687328815460205
822,2.6915335655212402
823,2.6727206707000732
824,2.653398275375366
825,2.647946357727051
826,2.6958255767822266
827,2.671880006790161
828,2.6660187244415283
829,2.654228448867798
830,2.681584119796753
831,2.6513311862945557
832,2.671147108078003
833,2.6582274436950684
834,2.6776885986328125
835,2.6533682346343994
836,2.666050672531128
837,2.6627578735351562
838,2.6205527782440186
839,2.647706985473633
840,2.6604721546173096
841,2.6235086917877197
842,2.6209957599639893
843,2.658237934112549
844,2.627272129058838
845,2.621002197265625
846,2.6291682720184326
847,2.63167405128479
848,2.645326852798462
849,2.5995283126831055
850,2.6476891040802
851,2.609947919845581
852,2.619877815246582
853,2.6270575523376465
854,2.645106077194214
855,2.623345136642456
856,2.6108624935150146
857,2.6086513996124268
858,2.6348624229431152
859,2.6454596519470215
860,2.616691827774048
861,2.613807439804077
862,2.6438870429992676
863,2.622640609741211
864,2.627840518951416
865,2.6307451725006104
866,2.6290149688720703
867,2.6451802253723145
868,2.642781972885132
869,2.6361029148101807
870,2.6471269130706787
871,2.6117608547210693
872,2.632270336151123
873,2.6355180740356445
874,2.653944492340088
875,2.651148557662964
876,2.6405112743377686
877,2.6341614723205566
878,2.6639623641967773
879,2.66080379486084
880,2.660994529724121
881,2.643118143081665
882,2.6622157096862793
883,2.6577653884887695
884,2.679299831390381
885,2.610761880874634
886,2.637939929962158
887,2.636399269104004
888,2.6704001426696777
889,2.636920213699341
890,2.65146803855896
891,2.6667048931121826
892,2.678776741027832
893,2.6590230464935303
894,2.653010129928589
895,2.648043632507324
896,2.680891990661621
897,2.654694080352783
