,0
0,0.5137351751327515
1,0.5216432809829712
2,0.4677629768848419
3,0.4106906056404114
4,0.3725122809410095
5,0.3307439386844635
6,0.30360764265060425
7,0.2664296627044678
8,0.2367037534713745
9,0.21231965720653534
10,0.18896088004112244
11,0.1813439130783081
12,0.17390717566013336
13,0.172335684299469
14,0.16626067459583282
15,0.1630978286266327
16,0.16041912138462067
17,0.15943437814712524
18,0.15694639086723328
19,0.15580631792545319
20,0.1537085771560669
21,0.15243563055992126
22,0.15162041783332825
23,0.15042728185653687
24,0.1496698409318924
25,0.14912104606628418
26,0.14885267615318298
27,0.148229718208313
28,0.1477876901626587
29,0.14701156318187714
30,0.14675019681453705
31,0.1462775021791458
32,0.14609290659427643
33,0.1458524465560913
34,0.14587357640266418
35,0.14550092816352844
36,0.1448202282190323
37,0.14456266164779663
38,0.14442545175552368
39,0.14409521222114563
40,0.14385205507278442
41,0.1435689628124237
42,0.14342260360717773
43,0.1433783322572708
44,0.1432255655527115
45,0.14296004176139832
46,0.14278090000152588
47,0.14272239804267883
48,0.14259564876556396
49,0.14250285923480988
50,0.14223043620586395
51,0.142239511013031
52,0.14211641252040863
53,0.14201359450817108
54,0.14192290604114532
55,0.14170771837234497
56,0.14171721041202545
57,0.14157825708389282
58,0.14142605662345886
59,0.14143714308738708
60,0.1414947658777237
61,0.14123404026031494
62,0.141060471534729
63,0.14109855890274048
64,0.14092645049095154
65,0.14089664816856384
66,0.14077556133270264
67,0.1407105177640915
68,0.14072611927986145
69,0.1406029611825943
70,0.1404845118522644
71,0.14053328335285187
72,0.14040780067443848
73,0.14032845199108124
74,0.1402416229248047
75,0.14028388261795044
76,0.14021781086921692
77,0.14011435210704803
78,0.14005520939826965
79,0.14000894129276276
80,0.1399415284395218
81,0.14002174139022827
82,0.1400696486234665
83,0.1398603916168213
84,0.13974672555923462
85,0.13975268602371216
86,0.13984331488609314
87,0.13979801535606384
88,0.13961440324783325
89,0.1395479142665863
90,0.13953262567520142
91,0.13949160277843475
92,0.13945043087005615
93,0.13946981728076935
94,0.13938364386558533
95,0.13933424651622772
96,0.13926196098327637
97,0.1392928510904312
98,0.1393316686153412
99,0.13933879137039185
100,0.13924944400787354
101,0.13915061950683594
102,0.1391228288412094
103,0.1390928030014038
104,0.13903768360614777
105,0.13899090886116028
106,0.13896538317203522
107,0.13893356919288635
108,0.13891583681106567
109,0.1389007270336151
110,0.1388988494873047
111,0.13893957436084747
112,0.13887396454811096
113,0.1387716829776764
114,0.13875040411949158
115,0.13875345885753632
116,0.1387084722518921
117,0.13867521286010742
118,0.1386900544166565
119,0.138627827167511
120,0.13860613107681274
121,0.13860584795475006
122,0.1386420875787735
123,0.1385633796453476
124,0.13854819536209106
125,0.13848543167114258
126,0.13847628235816956
127,0.1384836733341217
128,0.13843053579330444
129,0.13841895759105682
130,0.13836511969566345
131,0.1383678913116455
132,0.13836434483528137
